Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
06/18/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,10,14,6
06/18/2021,81,PM2.5,Chico-East Avenue,06-007-0008,AQS,15,64,36,81,16
06/18/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,1,39,5,14,6
06/18/2023,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,19,21,2
06/18/2024,43,Ozone,Chico-East Avenue,06-007-0008,AQS,3,43,23,33,13
06/19/2018,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,54,13,54,8
06/19/2019,77,Ozone,Paradise - Airport,06-007-0007,AQS,2,77,25,54,8
06/19/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,16,29,12
06/19/2021,90,Ozone,Paradise - Airport,06-007-0007,AQS,2,90,19,55,8
06/19/2022,38,Ozone,Chico-East Avenue,06-007-0008,AQS,1,38,2,12,4
06/19/2023,35,PM10,Chico-East Avenue,06-007-0008,AQS,1,35,35,32,22
06/19/2024,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,16,44,8
06/20/2018,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,17,54,6
06/20/2019,45,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,17,45,6
06/20/2020,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,21,51,4
06/20/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,16,47,5
06/20/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,1,35,.,18,.
06/20/2023,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,12,22,8
06/20/2024,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,31,49,10
06/21/2018,90,Ozone,Paradise - Airport,06-007-0007,AQS,2,90,18,48,8
06/21/2019,36,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,34,21,36,3
06/21/2020,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,11,38,5
06/21/2021,49,Ozone,Paradise - Airport,06-007-0007,AQS,1,49,21,33,4
06/21/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,.,44,.,8,.
06/21/2023,41,Ozone,Chico-East Avenue,06-007-0008,AQS,3,41,35,24,15
06/21/2024,74,Ozone,Chico-East Avenue,06-007-0008,AQS,3,74,34,56,12
06/22/2018,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,14,53,18
06/22/2019,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,8,36,6
06/22/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,21,49,7
06/22/2021,41,Ozone,Chico-East Avenue,06-007-0008,AQS,1,41,19,32,3
06/22/2022,87,Ozone,Paradise - Airport,06-007-0007,AQS,.,87,.,38,.
06/22/2023,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,41,43,51,20
06/22/2024,93,Ozone,Chico-East Avenue,06-007-0008,AQS,2,93,22,51,4
06/23/2018,77,Ozone,Paradise - Airport,06-007-0007,AQS,2,77,16,52,7
06/23/2019,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,9,42,7
06/23/2020,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,28,56,5
06/23/2021,51,PM2.5,Paradise - Theater,06-007-2002,AQS,1,38,20,51,5
06/23/2022,90,Ozone,Chico-East Avenue,06-007-0008,AQS,2,90,.,31,.
06/23/2023,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,31,34,12
06/23/2024,90,Ozone,Chico-East Avenue,06-007-0008,AQS,2,90,19,37,3
06/24/2018,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,18,53,4
06/24/2019,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,18,55,9
06/24/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,25,51,5
06/24/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,20,31,3
06/24/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,17,29,6
06/24/2023,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,18,37,3
06/24/2024,90,Ozone,Chico-East Avenue,06-007-0008,AQS,2,90,26,22,20
06/25/2018,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,25,57,5
06/25/2019,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,19,53,8
06/25/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,26,55,6
06/25/2021,50,Ozone,Paradise - Airport,06-007-0007,AQS,1,50,22,36,4
06/25/2022,77,Ozone,Chico-East Avenue,06-007-0008,AQS,2,77,13,29,8
06/25/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,13,38,3
06/25/2024,61,Ozone,Chico-East Avenue,06-007-0008,AQS,2,61,38,41,19
06/26/2018,126,Ozone,Paradise - Airport,06-007-0007,AQS,2,126,25,59,8
06/26/2019,39,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,38,21,39,5
06/26/2020,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,37,58,10
06/26/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,1,58,24,42,4
06/26/2022,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,8,21,4
06/26/2023,49,PM2.5,Paradise-Clark,06-007-2003,AQS,2,45,30,49,11
06/26/2024,67,Ozone,Chico-East Avenue,06-007-0008,AQS,2,67,38,30,10
06/27/2018,97,Ozone,Paradise - Airport,06-007-0007,AQS,2,97,31,60,8
06/27/2019,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,38,11,42,6
06/27/2020,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,27,49,3
06/27/2021,50,Ozone,Paradise - Airport,06-007-0007,AQS,1,50,19,47,4
06/27/2022,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,11,28,7
06/27/2023,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,23,48,6
06/27/2024,50,Ozone,Chico-East Avenue,06-007-0008,AQS,2,50,19,20,9
06/28/2018,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,31,61,8
06/28/2019,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,13,44,7
06/28/2020,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,1,37,21,44,2
06/28/2021,51,Ozone,Paradise - Airport,06-007-0007,AQS,1,51,26,44,5
06/28/2022,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,19,42,6
06/28/2023,51,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,49,32,51,15
06/28/2024,61,Ozone,Chico-East Avenue,06-007-0008,AQS,2,61,33,26,12
06/29/2018,49,Ozone,Paradise - Airport,06-007-0007,AQS,2,49,26,46,5
06/29/2019,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,13,47,6
06/29/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,14,21,7
06/29/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,1,58,27,44,5
06/29/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,22,38,5
06/29/2023,49,Ozone,Chico-East Avenue,06-007-0008,AQS,2,49,29,44,9
06/29/2024,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,18,32,5
06/30/2018,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,49,19,49,8
06/30/2019,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,10,45,6
06/30/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,13,31,6
06/30/2021,61,Ozone,Paradise - Airport,06-007-0007,AQS,1,61,29,55,7
06/30/2022,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,20,40,6
06/30/2023,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,31,53,13
06/30/2024,39,Ozone,Chico-East Avenue,06-007-0008,AQS,2,39,7,15,6
07/13/2018,71,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,51,28,71,21
07/13/2019,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,17,36,8
07/13/2020,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,.,48,7
07/13/2021,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,33,55,7
07/13/2022,49,Ozone,Paradise - Airport,06-007-0007,AQS,1,49,18,31,5
07/13/2023,50,PM10,Chico-East Avenue,06-007-0008,AQS,2,47,50,43,20
07/13/2024,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,54,26,54,6
07/14/2018,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,46,19,65,10
07/14/2019,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,17,39,7
07/14/2020,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,.,56,.
07/14/2021,80,Ozone,Paradise - Airport,06-007-0007,AQS,2,80,29,61,8
07/14/2022,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,18,33,9
07/14/2023,61,Ozone,Paradise-Clark,06-007-2003,AQS,3,61,32,42,20
07/14/2024,48,Ozone,Paradise-Clark,06-007-2003,AQS,2,48,13,44,6
07/15/2018,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,12,55,5
07/15/2019,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,16,27,11
07/15/2020,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,.,59,.
07/15/2021,104,PM2.5,Paradise - Theater,06-007-2002,AQS,2,51,27,104,5
07/15/2022,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,17,38,6
07/15/2023,50,Ozone,Chico-East Avenue,06-007-0008,AQS,2,50,20,44,8
07/15/2024,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,37,53,7
07/16/2018,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,19,57,8
07/16/2019,43,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,41,22,43,7
07/16/2020,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,.,52,.
07/16/2021,133,PM2.5,Paradise - Theater,06-007-2002,AQS,2,87,26,133,7
07/16/2022,80,Ozone,Chico-East Avenue,06-007-0008,AQS,2,80,14,27,7
07/16/2023,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,18,46,5
07/16/2024,61,Ozone,Chico-East Avenue,06-007-0008,AQS,2,61,34,40,7
07/17/2018,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,18,53,8
07/17/2019,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,46,28,51,8
07/17/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,.,49,.
07/17/2021,129,PM2.5,Paradise - Theater,06-007-2002,AQS,2,87,25,129,7
07/17/2022,61,Ozone,Chico-East Avenue,06-007-0008,AQS,2,61,12,32,6
07/17/2023,62,PM10,Chico-East Avenue,06-007-0008,AQS,2,58,62,57,17
07/17/2024,58,Ozone,Paradise-Clark,06-007-2003,AQS,2,58,17,32,20
07/18/2018,100,Ozone,Paradise - Airport,06-007-0007,AQS,2,100,21,56,10
07/18/2019,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,24,54,8
07/18/2020,52,PM2.5,Paradise - Theater,06-007-2002,AQS,3,50,20,52,6
07/18/2021,165,PM2.5,Paradise - Theater,06-007-2002,AQS,3,87,23,165,5
07/18/2022,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,50,17,51,7
07/18/2023,77,Ozone,Paradise - Airport,06-007-0007,AQS,2,77,55,61,24
07/18/2024,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,20,38,.
07/19/2018,100,Ozone,Paradise - Airport,06-007-0007,AQS,2,100,22,60,14
07/19/2019,49,Ozone,Paradise - Airport,06-007-0007,AQS,2,49,19,47,5
07/19/2020,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,25,56,7
07/19/2021,112,PM2.5,Paradise - Theater,06-007-2002,AQS,2,46,22,112,18
07/19/2022,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,19,32,8
07/19/2023,97,Ozone,Paradise - Airport,06-007-0007,AQS,3,97,43,69,18
07/19/2024,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,35,52,12
07/20/2018,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,21,55,8
07/20/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,21,52,6
07/20/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,29,52,6
07/20/2021,61,PM2.5,Paradise - Theater,06-007-2002,AQS,1,49,25,61,8
07/20/2022,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,20,40,7
07/20/2023,93,Ozone,Chico-East Avenue,06-007-0008,AQS,3,93,40,60,21
07/20/2024,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,18,57,8
07/21/2018,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,19,54,5
07/21/2019,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,43,16,48,6
07/21/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,27,51,5
07/21/2021,118,PM2.5,Paradise - Theater,06-007-2002,AQS,1,87,25,118,7
07/21/2022,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,20,22,9
07/21/2023,71,Ozone,Chico-East Avenue,06-007-0008,AQS,3,71,44,56,19
07/21/2024,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,19,54,4
07/22/2018,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,15,54,4
07/22/2019,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,23,52,10
07/22/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,22,43,6
07/22/2021,143,PM2.5,Paradise - Theater,06-007-2002,AQS,2,90,28,143,9
07/22/2022,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,20,32,7
07/22/2023,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,24,61,6
07/22/2024,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,33,63,18
07/23/2018,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,50,22,62,6
07/23/2019,50,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,20,50,7
07/23/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,20,37,5
07/23/2021,220,PM2.5,Paradise - Theater,06-007-2002,AQS,3,108,32,220,9
07/23/2022,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,16,34,6
07/23/2023,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,29,55,6
07/23/2024,77,Ozone,Chico-East Avenue,06-007-0008,AQS,2,77,36,59,13
07/24/2018,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,54,24,58,9
07/24/2019,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,17,37,9
07/24/2020,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,25,47,4
07/24/2021,95,PM2.5,Paradise - Theater,06-007-2002,AQS,3,58,31,95,14
07/24/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,13,43,7
07/24/2023,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,41,52,6
07/24/2024,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,44,43,9
07/25/2018,80,Ozone,Paradise - Airport,06-007-0007,AQS,2,80,29,61,14
07/25/2019,67,Ozone,Chico-East Avenue,06-007-0008,AQS,2,67,23,54,9
07/25/2020,47,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,42,23,47,5
07/25/2021,93,PM2.5,Paradise - Theater,06-007-2002,AQS,3,67,27,93,8
07/25/2022,77,Ozone,Paradise - Airport,06-007-0007,AQS,2,77,25,48,6
07/25/2023,56,PM10,Chico-East Avenue,06-007-0008,AQS,2,44,56,38,22
07/25/2024,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,31,49,4
07/26/2018,115,Ozone,Paradise - Airport,06-007-0007,AQS,3,115,39,75,15
07/26/2019,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,20,52,.
07/26/2020,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,41,21,54,7
07/26/2021,56,PM2.5,Paradise - Theater,06-007-2002,AQS,1,50,30,56,5
07/26/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,30,41,6
07/26/2023,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,39,33,15
07/26/2024,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,35,31,8
07/27/2018,133,Ozone,Paradise - Airport,06-007-0007,AQS,5,133,39,82,13
07/27/2019,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,50,21,55,9
07/27/2020,47,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,47,23,47,6
07/27/2021,80,PM2.5,Paradise - Theater,06-007-2002,AQS,1,44,23,80,8
07/27/2022,80,Ozone,Chico-East Avenue,06-007-0008,AQS,2,80,21,39,4
07/27/2023,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,46,34,54,14
07/27/2024,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,38,27,56,5
07/28/2018,139,PM2.5,Paradise - Theater,06-007-2002,AQS,5,129,48,139,10
07/28/2019,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,18,62,8
07/28/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,28,52,6
07/28/2021,177,PM2.5,Paradise - Theater,06-007-2002,AQS,5,64,37,177,8
07/28/2022,90,Ozone,Chico-East Avenue,06-007-0008,AQS,2,90,26,49,6
07/28/2023,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,37,55,10
07/28/2024,79,PM2.5,Paradise-Clark,06-007-2003,AQS,3,50,21,79,4
07/29/2018,118,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,108,47,118,10
07/29/2019,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,32,65,6
07/29/2020,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,23,46,8
07/29/2021,157,PM2.5,Paradise - Theater,06-007-2002,AQS,2,61,31,157,11
07/29/2022,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,27,52,8
07/29/2023,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,14,32,3
07/29/2024,62,PM2.5,Paradise-Clark,06-007-2003,AQS,3,49,38,62,7
07/30/2018,160,PM2.5,Paradise - Theater,06-007-2002,AQS,6,112,54,160,18
07/30/2019,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,54,30,56,8
07/30/2020,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,22,42,9
07/30/2021,79,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,61,43,79,8
07/30/2022,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,23,50,6
07/30/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,11,42,3
07/30/2024,68,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,46,35,68,7
07/31/2018,151,Ozone,Paradise - Airport,06-007-0007,AQS,6,151,56,138,17
07/31/2019,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,24,55,13
07/31/2020,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,23,38,8
07/31/2021,45,Ozone,Paradise - Airport,06-007-0007,AQS,3,45,22,29,4
07/31/2022,41,PM2.5,Paradise - Theater,06-007-2002,AQS,2,37,.,41,.
07/31/2023,54,PM10,Chico-East Avenue,06-007-0008,AQS,2,48,54,47,29
07/31/2024,213,PM2.5,Paradise-Clark,06-007-2003,AQS,8,45,39,213,7
08/13/2018,83,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,80,41,83,12
08/13/2019,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,48,22,55,14
08/13/2020,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,29,48,13
08/13/2021,86,PM2.5,Paradise - Theater,06-007-2002,AQS,.,54,39,86,8
08/13/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,18,36,8
08/13/2023,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,22,43,8
08/13/2024,50,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,43,33,50,.
08/14/2018,87,Ozone,Paradise - Airport,06-007-0007,AQS,3,87,30,59,8
08/14/2019,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,22,53,11
08/14/2020,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,31,47,8
08/14/2021,111,PM2.5,Paradise - Theater,06-007-2002,AQS,.,77,51,111,8
08/14/2022,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,17,49,7
08/14/2023,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,47,48,53,22
08/14/2024,41,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,40,37,41,.
08/15/2018,93,Ozone,Paradise - Airport,06-007-0007,AQS,3,93,31,69,8
08/15/2019,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,26,53,11
08/15/2020,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,20,47,8
08/15/2021,142,PM2.5,Paradise - Theater,06-007-2002,AQS,.,51,53,142,7
08/15/2022,95,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,90,48,95,18
08/15/2023,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,35,37,19
08/15/2024,36,Ozone,Chico-East Avenue,06-007-0008,AQS,5,36,27,21,9
08/16/2018,70,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,64,30,70,12
08/16/2019,74,Ozone,Paradise - Airport,06-007-0007,AQS,3,74,27,54,17
08/16/2020,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,24,35,13
08/16/2021,187,PM2.5,Paradise - Theater,06-007-2002,AQS,.,119,68,187,14
08/16/2022,87,Ozone,Chico-East Avenue,06-007-0008,AQS,5,87,45,82,18
08/16/2023,52,PM10,Chico-East Avenue,06-007-0008,AQS,3,51,52,49,28
08/16/2024,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,30,33,6
08/17/2018,71,Ozone,Paradise - Airport,06-007-0007,AQS,3,71,32,64,17
08/17/2019,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,29,59,5
08/17/2020,55,PM2.5,Paradise - Theater,06-007-2002,AQS,2,50,26,55,9
08/17/2021,77,PM2.5,Paradise - Theater,06-007-2002,AQS,.,31,52,77,8
08/17/2022,84,Ozone,Chico-East Avenue,06-007-0008,AQS,3,84,43,63,14
08/17/2023,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,54,41,55,18
08/17/2024,42,PM10,Chico-East Avenue,06-007-0008,AQS,1,35,42,17,3
08/18/2018,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,19,56,13
08/18/2019,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,23,54,6
08/18/2020,100,Ozone,Paradise - Airport,06-007-0007,AQS,5,100,44,82,14
08/18/2021,122,PM2.5,Chico-East Avenue,06-007-0008,AQS,.,39,88,122,9
08/18/2022,84,Ozone,Chico-East Avenue,06-007-0008,AQS,3,84,36,56,16
08/18/2023,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,.,50,4
08/18/2024,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,6,13,8
08/19/2018,98,PM2.5,Paradise - Theater,06-007-2002,AQS,3,67,23,98,11
08/19/2019,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,25,43,8
08/19/2020,110,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,41,59,110,12
08/19/2021,158,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,.,45,72,158,15
08/19/2022,84,Ozone,Chico-East Avenue,06-007-0008,AQS,2,84,36,52,9
08/19/2023,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,50,.,52,5
08/19/2024,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,26,34,10
08/20/2018,87,Ozone,Paradise - Airport,06-007-0007,AQS,3,87,39,79,16
08/20/2019,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,47,27,49,8
08/20/2020,169,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,119,86,169,18
08/20/2021,162,PM2.5,Paradise - Theater,06-007-2002,AQS,.,74,69,162,8
08/20/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,31,61,8
08/20/2023,50,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,41,.,50,6
08/20/2024,47,Ozone,Chico-East Avenue,06-007-0008,AQS,2,47,31,46,11
08/21/2018,87,Ozone,Paradise - Airport,06-007-0007,AQS,3,87,46,79,10
08/21/2019,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,46,31,47,13
08/21/2020,210,PM2.5,Chico-East Avenue,06-007-0008,AQS,15,159,108,210,22
08/21/2021,113,PM2.5,Paradise - Theater,06-007-2002,AQS,5,47,51,113,4
08/21/2022,51,Ozone,Chico-East Avenue,06-007-0008,AQS,2,51,19,47,7
08/21/2023,63,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,44,.,63,7
08/21/2024,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,31,49,8
08/22/2018,84,Ozone,Paradise - Airport,06-007-0007,AQS,5,84,38,73,12
08/22/2019,35,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,34,.,35,14
08/22/2020,195,PM2.5,Chico-East Avenue,06-007-0008,AQS,14,179,98,195,12
08/22/2021,109,PM2.5,Paradise - Theater,06-007-2002,AQS,6,100,48,109,6
08/22/2022,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,50,32,55,8
08/22/2023,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,44,14,53,12
08/22/2024,58,PM10,Chico-East Avenue,06-007-0008,AQS,2,39,58,57,5
08/23/2018,101,Ozone,Paradise - Airport,06-007-0007,AQS,5,101,42,83,10
08/23/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,.,52,15
08/23/2020,177,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,105,81,177,13
08/23/2021,86,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,80,51,86,9
08/23/2022,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,31,58,11
08/23/2023,47,Ozone,Paradise - Airport,06-007-0007,AQS,2,47,25,33,13
08/23/2024,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,34,31,53,5
